Sibling Pair ID,Sister Name,Brother Name,Sister's Demand,Rakhi Type,Rakhi Tying Speed (sec),Brother's Gift,Sister's Emotion,Brother's Reaction,Celebration Location,Sweet Shared,Year
SB-1616,Barbara,Gregory,Books,Eco-friendly Rakhi,18.84,Sweets Box,Playful,Excited,Online Video Call,Kaju Katli,2023
SB-1617,Jennifer,James,Headphones,Lumba Rakhi,7.32,Gift Card,Angry,Grateful,Cafe,Gulab Jamun,2024
SB-1618,Annette,Travis,Fitness Tracker,Silver Rakhi,46.99,Gift Card,Happy,Surprised,College Hostel,Rasgulla,2022
SB-1619,Megan,Joseph,Smartphone,Kundan Rakhi,32.86,Wrist Watch,Excited,Grateful,Office,Barfi,2023
SB-1620,Olivia,Mark,Shopping Voucher,Silver Rakhi,19.34,Teddy Bear,Happy,Grateful,Office,Gulab Jamun,2024
SB-1621,Andrea,Nicholas,Trip to Goa,Traditional Rakhi,6.79,Wrist Watch,Excited,Happy,Home,Jalebi,2022
SB-1622,Ruth,Keith,Shopping Voucher,Traditional Rakhi,27.24,Cash,Sentimental,Nervous,College Hostel,Peda,2024
SB-1623,Mary,Maurice,Designer Handbag,Traditional Rakhi,36.5,Sweets Box,Happy,Happy,Home,Peda,2022
SB-1624,Taylor,John,Books,Kundan Rakhi,40.99,Sneakers,Happy,Nervous,Cafe,Peda,2022
SB-1625,Crystal,John,Fitness Tracker,Traditional Rakhi,24.98,Chocolate Hamper,Joyful,Happy,Office,Barfi,2023
SB-1626,Tanya,Colton,Smartphone,Bracelet Rakhi,52.58,Sneakers,Joyful,Shocked,Online Video Call,Rasgulla,2024
SB-1627,Judy,Christopher,Headphones,Kundan Rakhi,43.03,Cash,Happy,Nervous,Office,Rasgulla,2023
SB-1628,Zoe,Christopher,Trip to Goa,Lumba Rakhi,55.16,Wrist Watch,Playful,Grateful,Mall,Rasgulla,2022
SB-1629,Brenda,Ryan,Makeup Kit,Zardosi Rakhi,29.07,Wrist Watch,Angry,Grateful,Mall,Jalebi,2022
SB-1630,Gina,Joseph,Smartphone,Traditional Rakhi,13.79,Chocolate Hamper,Happy,Nervous,College Hostel,Ladoo,2024
SB-1631,Patricia,Lonnie,Perfume,Eco-friendly Rakhi,53.29,Wrist Watch,Happy,Excited,Mall,Peda,2024
SB-1632,Amanda,Todd,Designer Handbag,Traditional Rakhi,45.28,Gift Card,Angry,Excited,Cafe,Gulab Jamun,2025
SB-1633,Dana,Charles,Trip to Goa,Lumba Rakhi,35.32,Cash,Sentimental,Grateful,Cafe,Kaju Katli,2024
SB-1634,Marie,David,Gold Ring,Kundan Rakhi,54.5,Custom T-shirt,Excited,Nervous,Home,Barfi,2022
SB-1635,Toni,Brian,Headphones,Lumba Rakhi,36.62,Backpack,Joyful,Surprised,Online Video Call,Kaju Katli,2023
SB-1636,Melissa,Jeffery,Makeup Kit,Cartoon Rakhi,47.41,Backpack,Playful,Happy,Office,Jalebi,2023
SB-1637,Katherine,David,Books,Lumba Rakhi,24.14,Cash,Joyful,Nervous,Online Video Call,Jalebi,2025
SB-1638,Molly,Tom,Perfume,Eco-friendly Rakhi,11.17,Backpack,Excited,Surprised,Online Video Call,Jalebi,2024
SB-1639,Amy,Stanley,Books,Traditional Rakhi,15.29,Teddy Bear,Sentimental,Happy,Cafe,Kaju Katli,2024
SB-1640,Marissa,David,Fitness Tracker,Silver Rakhi,9.76,Chocolate Hamper,Sentimental,Nervous,Mall,Rasgulla,2024
SB-1641,Leslie,Christian,Makeup Kit,Zardosi Rakhi,28.19,Bluetooth Speaker,Playful,Happy,Mall,Ladoo,2022
SB-1642,Jody,William,Headphones,Bracelet Rakhi,49.25,Cash,Excited,Shocked,Office,Peda,2025
SB-1643,Kristin,James,Fitness Tracker,Cartoon Rakhi,56.66,Gift Card,Excited,Shocked,Online Video Call,Ladoo,2023
SB-1644,Samantha,Gregory,Designer Handbag,Bracelet Rakhi,24.52,Sweets Box,Playful,Shocked,Online Video Call,Ladoo,2024
SB-1645,Christy,Michael,Designer Handbag,Silver Rakhi,31.01,Bluetooth Speaker,Joyful,Grateful,College Hostel,Jalebi,2022
SB-1646,Marissa,Trevor,Shopping Voucher,Kundan Rakhi,24.41,Sweets Box,Playful,Excited,Office,Kaju Katli,2025
SB-1647,Angela,Brandon,Trip to Goa,Cartoon Rakhi,37.81,Wrist Watch,Playful,Grateful,Home,Peda,2024
SB-1648,Megan,Timothy,Shopping Voucher,Kundan Rakhi,58.5,Chocolate Hamper,Joyful,Excited,College Hostel,Barfi,2024
SB-1649,Michelle,Ross,Headphones,Zardosi Rakhi,39.27,Chocolate Hamper,Sentimental,Grateful,College Hostel,Gulab Jamun,2024
SB-1650,Robin,Peter,Designer Handbag,Cartoon Rakhi,5.52,Gift Card,Playful,Shocked,Cafe,Jalebi,2025
SB-1651,Sarah,Patrick,Makeup Kit,Lumba Rakhi,30.48,Chocolate Hamper,Joyful,Surprised,Mall,Gulab Jamun,2022
SB-1652,Susan,Kevin,Shopping Voucher,Lumba Rakhi,34.6,Teddy Bear,Excited,Happy,College Hostel,Rasgulla,2023
SB-1653,Rhonda,Jimmy,Fitness Tracker,Silver Rakhi,37.62,Wrist Watch,Happy,Surprised,Home,Ladoo,2022
SB-1654,Carol,Mitchell,Headphones,Eco-friendly Rakhi,13.36,Chocolate Hamper,Excited,Happy,Home,Barfi,2025
SB-1655,Sarah,Scott,Smartphone,Zardosi Rakhi,41.42,Backpack,Playful,Nervous,Cafe,Peda,2025
SB-1656,Melissa,Daniel,Makeup Kit,Traditional Rakhi,51.36,Custom T-shirt,Joyful,Shocked,Cafe,Jalebi,2024
SB-1657,Denise,Jeremy,Trip to Goa,Bracelet Rakhi,6.94,Wrist Watch,Joyful,Nervous,Office,Kaju Katli,2022
SB-1658,Kelsey,Allen,Shopping Voucher,Traditional Rakhi,7.11,Bluetooth Speaker,Excited,Nervous,Mall,Ladoo,2022
SB-1659,Sandra,Richard,Shopping Voucher,Kundan Rakhi,13.44,Cash,Joyful,Shocked,Cafe,Peda,2023
SB-1660,Julie,Kirk,Gold Ring,Bracelet Rakhi,20.35,Chocolate Hamper,Excited,Shocked,Mall,Rasgulla,2022
SB-1661,Stephanie,Steven,Shopping Voucher,Zardosi Rakhi,39.21,Gift Card,Playful,Surprised,Office,Rasgulla,2023
SB-1662,Jennifer,Robert,Makeup Kit,Zardosi Rakhi,14.76,Backpack,Angry,Nervous,Cafe,Peda,2024
SB-1663,Lori,Daniel,Smartphone,Eco-friendly Rakhi,39.18,Backpack,Joyful,Nervous,Online Video Call,Kaju Katli,2024
SB-1664,Melissa,Jacob,Gold Ring,Traditional Rakhi,40.52,Sweets Box,Angry,Surprised,College Hostel,Ladoo,2023
SB-1665,Jade,Joe,Designer Handbag,Silver Rakhi,23.41,Gift Card,Excited,Shocked,Online Video Call,Peda,2022
SB-1666,Rachel,Tommy,Designer Handbag,Bracelet Rakhi,40.1,Cash,Excited,Surprised,Office,Ladoo,2022
SB-1667,Crystal,Adam,Designer Handbag,Eco-friendly Rakhi,52.47,Cash,Playful,Shocked,College Hostel,Kaju Katli,2023
SB-1668,Cathy,Derrick,Designer Handbag,Zardosi Rakhi,23.34,Bluetooth Speaker,Playful,Excited,Cafe,Gulab Jamun,2024
SB-1669,Amy,Darren,Books,Zardosi Rakhi,33.74,Sweets Box,Excited,Nervous,Online Video Call,Gulab Jamun,2022
SB-1670,Victoria,Christopher,Shopping Voucher,Zardosi Rakhi,17.37,Chocolate Hamper,Joyful,Grateful,College Hostel,Peda,2025
SB-1671,Heidi,Mark,Gold Ring,Eco-friendly Rakhi,53,Cash,Sentimental,Surprised,College Hostel,Kaju Katli,2022
SB-1672,Rachel,Richard,Headphones,Lumba Rakhi,50.32,Teddy Bear,Joyful,Grateful,Home,Peda,2025
SB-1673,Christine,Joshua,Books,Kundan Rakhi,54.55,Sweets Box,Playful,Shocked,Home,Kaju Katli,2023
SB-1674,Barbara,Philip,Makeup Kit,Lumba Rakhi,11.94,Bluetooth Speaker,Joyful,Grateful,Cafe,Jalebi,2022
SB-1675,Robin,Jimmy,Smartphone,Lumba Rakhi,50.53,Gift Card,Joyful,Happy,Home,Gulab Jamun,2022
SB-1676,Jennifer,Timothy,Headphones,Silver Rakhi,17.41,Backpack,Angry,Nervous,College Hostel,Kaju Katli,2022
SB-1677,Teresa,David,Shopping Voucher,Eco-friendly Rakhi,54.86,Custom T-shirt,Sentimental,Nervous,Online Video Call,Kaju Katli,2022
SB-1678,Dawn,Dean,Shopping Voucher,Zardosi Rakhi,45.34,Sweets Box,Angry,Happy,Home,Rasgulla,2023
SB-1679,Paula,Joseph,Books,Eco-friendly Rakhi,38.97,Backpack,Happy,Excited,College Hostel,Kaju Katli,2024
SB-1680,Laura,Chad,Books,Silver Rakhi,34.44,Chocolate Hamper,Sentimental,Happy,Mall,Gulab Jamun,2024
SB-1681,Emma,Joshua,Designer Handbag,Silver Rakhi,51.89,Custom T-shirt,Excited,Happy,College Hostel,Jalebi,2022
SB-1682,Lisa,Christopher,Shopping Voucher,Bracelet Rakhi,8.3,Sneakers,Angry,Happy,Online Video Call,Rasgulla,2025
SB-1683,Megan,Frederick,Books,Eco-friendly Rakhi,36.67,Teddy Bear,Excited,Shocked,Office,Jalebi,2025
SB-1684,Tiffany,Craig,Books,Kundan Rakhi,25.4,Cash,Excited,Surprised,Mall,Ladoo,2025
SB-1685,Emily,Brian,Gold Ring,Lumba Rakhi,23.79,Cash,Sentimental,Nervous,Mall,Barfi,2024
SB-1686,Courtney,William,Smartphone,Traditional Rakhi,26.77,Backpack,Happy,Shocked,Mall,Rasgulla,2022
SB-1687,Michelle,Thomas,Shopping Voucher,Kundan Rakhi,37.91,Teddy Bear,Joyful,Surprised,Office,Peda,2023
SB-1688,Jane,Bernard,Perfume,Traditional Rakhi,18.16,Wrist Watch,Excited,Happy,Home,Peda,2022
SB-1689,Tiffany,John,Makeup Kit,Traditional Rakhi,36.79,Chocolate Hamper,Sentimental,Excited,Mall,Peda,2023
SB-1690,April,Raymond,Designer Handbag,Kundan Rakhi,39.52,Sweets Box,Excited,Nervous,College Hostel,Barfi,2023
SB-1691,Tammy,Daniel,Perfume,Kundan Rakhi,33.02,Backpack,Excited,Shocked,Cafe,Rasgulla,2023
SB-1692,Melissa,Scott,Smartphone,Silver Rakhi,26.19,Chocolate Hamper,Joyful,Nervous,Home,Jalebi,2024
SB-1693,Rachel,Terry,Perfume,Silver Rakhi,49.94,Chocolate Hamper,Playful,Nervous,College Hostel,Gulab Jamun,2022
SB-1694,Lisa,Jeremy,Trip to Goa,Zardosi Rakhi,48.14,Sneakers,Joyful,Surprised,Office,Rasgulla,2023
SB-1695,Michelle,Michael,Books,Eco-friendly Rakhi,37.37,Backpack,Happy,Happy,Home,Rasgulla,2023
SB-1696,Linda,Stephen,Shopping Voucher,Silver Rakhi,28.35,Bluetooth Speaker,Angry,Surprised,Cafe,Gulab Jamun,2024
SB-1697,Amanda,David,Perfume,Silver Rakhi,23.22,Custom T-shirt,Angry,Happy,Cafe,Kaju Katli,2024
SB-1698,Sarah,Jay,Shopping Voucher,Kundan Rakhi,6.86,Teddy Bear,Joyful,Excited,Cafe,Barfi,2025
SB-1699,Lynn,Sean,Smartphone,Lumba Rakhi,46.39,Custom T-shirt,Angry,Excited,Home,Gulab Jamun,2023
SB-1700,Diane,Christopher,Headphones,Eco-friendly Rakhi,40.11,Chocolate Hamper,Sentimental,Grateful,Office,Ladoo,2022
SB-1701,Mary,Corey,Smartphone,Eco-friendly Rakhi,42.54,Wrist Watch,Excited,Grateful,Online Video Call,Jalebi,2023
SB-1702,Cynthia,Timothy,Designer Handbag,Lumba Rakhi,29.68,Gift Card,Playful,Shocked,College Hostel,Peda,2025
SB-1703,Tanya,Andrew,Gold Ring,Zardosi Rakhi,39.02,Sneakers,Happy,Surprised,Online Video Call,Ladoo,2023
SB-1704,Tara,Michael,Books,Lumba Rakhi,34.08,Teddy Bear,Playful,Grateful,Office,Kaju Katli,2025
SB-1705,Rebecca,Nicholas,Fitness Tracker,Silver Rakhi,25.75,Teddy Bear,Angry,Happy,Cafe,Ladoo,2022
SB-1706,Angela,Kyle,Perfume,Eco-friendly Rakhi,10.2,Bluetooth Speaker,Excited,Grateful,Online Video Call,Jalebi,2023
SB-1707,Michelle,Brian,Makeup Kit,Eco-friendly Rakhi,49.88,Backpack,Happy,Excited,Cafe,Jalebi,2023
SB-1708,Courtney,Vincent,Trip to Goa,Kundan Rakhi,19.42,Backpack,Angry,Happy,College Hostel,Ladoo,2024
SB-1709,Rachel,James,Headphones,Zardosi Rakhi,50.37,Custom T-shirt,Playful,Grateful,Online Video Call,Ladoo,2023
SB-1710,Madison,Michael,Smartphone,Kundan Rakhi,37.72,Backpack,Playful,Nervous,Online Video Call,Kaju Katli,2023
SB-1711,Patricia,Cameron,Makeup Kit,Traditional Rakhi,33.2,Wrist Watch,Happy,Surprised,Mall,Ladoo,2022
SB-1712,Deanna,Roy,Smartphone,Kundan Rakhi,8.11,Sweets Box,Happy,Surprised,Office,Gulab Jamun,2025
SB-1713,Samantha,Mitchell,Shopping Voucher,Cartoon Rakhi,54.22,Wrist Watch,Angry,Grateful,College Hostel,Rasgulla,2023
SB-1714,Vanessa,Andrew,Fitness Tracker,Eco-friendly Rakhi,10.18,Gift Card,Sentimental,Grateful,Cafe,Barfi,2024
SB-1715,Linda,Shaun,Designer Handbag,Zardosi Rakhi,21.03,Sneakers,Joyful,Shocked,Mall,Jalebi,2023
SB-1716,Brandy,Alexander,Shopping Voucher,Zardosi Rakhi,57.46,Custom T-shirt,Excited,Shocked,Home,Gulab Jamun,2023
SB-1717,Ann,Zachary,Gold Ring,Traditional Rakhi,55,Sneakers,Happy,Shocked,College Hostel,Jalebi,2025
SB-1718,Ashley,Ross,Perfume,Cartoon Rakhi,34.26,Backpack,Excited,Shocked,Mall,Peda,2024
SB-1719,Evelyn,Keith,Headphones,Eco-friendly Rakhi,21.9,Gift Card,Sentimental,Nervous,Mall,Jalebi,2025
SB-1720,Haley,Jeffrey,Makeup Kit,Cartoon Rakhi,21,Sneakers,Joyful,Surprised,Office,Kaju Katli,2023
SB-1721,Sydney,Vincent,Headphones,Kundan Rakhi,49.66,Backpack,Happy,Surprised,College Hostel,Peda,2024
SB-1722,Pamela,Samuel,Gold Ring,Traditional Rakhi,21.98,Gift Card,Angry,Grateful,Office,Gulab Jamun,2023
SB-1723,Sharon,Leonard,Shopping Voucher,Kundan Rakhi,15.2,Bluetooth Speaker,Playful,Grateful,Cafe,Jalebi,2024
SB-1724,Lisa,Thomas,Fitness Tracker,Traditional Rakhi,19.47,Bluetooth Speaker,Playful,Happy,Home,Rasgulla,2024
SB-1725,Laura,Paul,Trip to Goa,Bracelet Rakhi,49.3,Wrist Watch,Excited,Happy,Office,Kaju Katli,2024
SB-1726,Kimberly,Theodore,Fitness Tracker,Silver Rakhi,8.61,Bluetooth Speaker,Sentimental,Nervous,College Hostel,Kaju Katli,2022
SB-1727,Daisy,Patrick,Designer Handbag,Eco-friendly Rakhi,47.16,Sneakers,Angry,Surprised,Mall,Barfi,2023
SB-1728,Michelle,Patrick,Fitness Tracker,Zardosi Rakhi,49.76,Wrist Watch,Playful,Shocked,Cafe,Jalebi,2023
SB-1729,Brooke,Jeffrey,Fitness Tracker,Zardosi Rakhi,49.82,Sweets Box,Angry,Nervous,Home,Ladoo,2022
SB-1730,Danielle,James,Headphones,Eco-friendly Rakhi,7.71,Sweets Box,Excited,Excited,Cafe,Ladoo,2025
SB-1731,Katelyn,Troy,Smartphone,Traditional Rakhi,20.07,Wrist Watch,Sentimental,Happy,Home,Barfi,2025
SB-1732,Christine,Darrell,Trip to Goa,Traditional Rakhi,7.5,Wrist Watch,Happy,Surprised,Cafe,Barfi,2023
SB-1733,Angela,Jordan,Headphones,Kundan Rakhi,48.06,Backpack,Joyful,Happy,Mall,Jalebi,2022
SB-1734,Meghan,David,Fitness Tracker,Kundan Rakhi,11.64,Sweets Box,Playful,Surprised,Mall,Barfi,2022
SB-1735,Karen,Douglas,Trip to Goa,Eco-friendly Rakhi,36.96,Teddy Bear,Playful,Happy,Office,Barfi,2024
SB-1736,Misty,James,Books,Zardosi Rakhi,50.87,Teddy Bear,Playful,Surprised,Home,Peda,2022
SB-1737,Carol,Aaron,Fitness Tracker,Eco-friendly Rakhi,22.74,Wrist Watch,Excited,Excited,Home,Barfi,2025
SB-1738,Janet,Brian,Trip to Goa,Kundan Rakhi,33.45,Custom T-shirt,Sentimental,Shocked,Office,Rasgulla,2023
SB-1739,Sharon,Michael,Perfume,Kundan Rakhi,55.25,Custom T-shirt,Angry,Happy,Mall,Rasgulla,2025
SB-1740,Cindy,Michael,Shopping Voucher,Traditional Rakhi,21.35,Sneakers,Playful,Happy,Office,Gulab Jamun,2023
SB-1741,Norma,Lawrence,Smartphone,Bracelet Rakhi,46.83,Custom T-shirt,Joyful,Excited,Online Video Call,Rasgulla,2024
SB-1742,Melissa,Christopher,Makeup Kit,Zardosi Rakhi,14.92,Gift Card,Joyful,Excited,Online Video Call,Kaju Katli,2024
SB-1743,Pamela,John,Smartphone,Zardosi Rakhi,58.89,Backpack,Excited,Happy,College Hostel,Jalebi,2023
SB-1744,Leah,Jacob,Makeup Kit,Kundan Rakhi,54.49,Cash,Joyful,Nervous,College Hostel,Barfi,2025
SB-1745,Kelly,Scott,Smartphone,Eco-friendly Rakhi,27.95,Bluetooth Speaker,Playful,Shocked,Home,Ladoo,2023
SB-1746,Jennifer,Daniel,Trip to Goa,Bracelet Rakhi,39.39,Sneakers,Joyful,Excited,Home,Kaju Katli,2024
SB-1747,Deborah,Colin,Gold Ring,Bracelet Rakhi,15.79,Wrist Watch,Happy,Nervous,Online Video Call,Jalebi,2022
SB-1748,Melissa,Kerry,Trip to Goa,Traditional Rakhi,39.31,Wrist Watch,Playful,Happy,Home,Peda,2022
SB-1749,Rebecca,Allen,Headphones,Zardosi Rakhi,25.02,Wrist Watch,Sentimental,Nervous,Office,Peda,2022
SB-1750,Lisa,Seth,Makeup Kit,Eco-friendly Rakhi,7.93,Sweets Box,Playful,Excited,Cafe,Jalebi,2024
SB-1751,Nicole,David,Fitness Tracker,Cartoon Rakhi,15.77,Gift Card,Playful,Happy,College Hostel,Barfi,2023
SB-1752,Megan,William,Designer Handbag,Silver Rakhi,21.87,Cash,Joyful,Nervous,Cafe,Barfi,2025
SB-1753,Katie,John,Smartphone,Silver Rakhi,28.04,Chocolate Hamper,Joyful,Excited,Office,Ladoo,2024
SB-1754,Megan,Wesley,Fitness Tracker,Traditional Rakhi,58.44,Teddy Bear,Joyful,Happy,Home,Gulab Jamun,2024
SB-1755,Kim,Derek,Smartphone,Zardosi Rakhi,30.68,Chocolate Hamper,Joyful,Nervous,Mall,Peda,2023
SB-1756,Katelyn,Richard,Perfume,Kundan Rakhi,7.83,Wrist Watch,Excited,Happy,Office,Peda,2025
SB-1757,Kelly,Joshua,Shopping Voucher,Bracelet Rakhi,14.62,Gift Card,Angry,Grateful,Office,Peda,2022
SB-1758,Mary,Marc,Designer Handbag,Kundan Rakhi,31.15,Cash,Sentimental,Shocked,College Hostel,Kaju Katli,2025
SB-1759,Kathy,Kyle,Shopping Voucher,Zardosi Rakhi,36.5,Gift Card,Angry,Shocked,Mall,Ladoo,2024
SB-1760,Amber,Matthew,Perfume,Silver Rakhi,9.12,Cash,Sentimental,Shocked,Cafe,Ladoo,2025
SB-1761,Patricia,Robert,Headphones,Lumba Rakhi,5.45,Backpack,Sentimental,Surprised,Cafe,Kaju Katli,2023
SB-1762,Lindsay,Daniel,Headphones,Traditional Rakhi,47.89,Bluetooth Speaker,Angry,Excited,Mall,Ladoo,2024
SB-1763,Wendy,Taylor,Shopping Voucher,Eco-friendly Rakhi,27.47,Cash,Playful,Shocked,College Hostel,Rasgulla,2024
SB-1764,Elizabeth,Gary,Headphones,Zardosi Rakhi,7.53,Gift Card,Happy,Happy,Home,Rasgulla,2025
SB-1765,Annette,Mark,Designer Handbag,Eco-friendly Rakhi,44.97,Backpack,Angry,Nervous,Mall,Kaju Katli,2023
SB-1766,Courtney,Michael,Makeup Kit,Traditional Rakhi,18.23,Sweets Box,Sentimental,Excited,Home,Ladoo,2023
SB-1767,Sarah,David,Fitness Tracker,Zardosi Rakhi,59.36,Chocolate Hamper,Excited,Nervous,Cafe,Rasgulla,2024
SB-1768,Amy,William,Shopping Voucher,Silver Rakhi,21.12,Sneakers,Sentimental,Shocked,College Hostel,Peda,2024
SB-1769,Taylor,Robert,Shopping Voucher,Silver Rakhi,32,Bluetooth Speaker,Angry,Nervous,Mall,Barfi,2024
SB-1770,Monica,Darren,Makeup Kit,Traditional Rakhi,20.63,Sneakers,Playful,Shocked,Mall,Ladoo,2022
SB-1771,Karen,Barry,Fitness Tracker,Bracelet Rakhi,35.24,Custom T-shirt,Happy,Shocked,Online Video Call,Ladoo,2024
SB-1772,Andrea,Kevin,Fitness Tracker,Zardosi Rakhi,50.72,Backpack,Angry,Shocked,Cafe,Rasgulla,2025
SB-1773,Cristina,Jon,Gold Ring,Kundan Rakhi,13.05,Backpack,Angry,Excited,Home,Barfi,2025
SB-1774,Cindy,William,Designer Handbag,Kundan Rakhi,42.76,Wrist Watch,Joyful,Nervous,Online Video Call,Peda,2023
SB-1775,Courtney,Theodore,Fitness Tracker,Lumba Rakhi,53.12,Backpack,Happy,Excited,Mall,Ladoo,2023
SB-1776,Madison,Gregory,Smartphone,Cartoon Rakhi,17.78,Bluetooth Speaker,Happy,Shocked,Cafe,Ladoo,2023
SB-1777,Elizabeth,Thomas,Gold Ring,Silver Rakhi,57.57,Custom T-shirt,Playful,Surprised,Office,Peda,2023
SB-1778,Dawn,Brian,Designer Handbag,Bracelet Rakhi,10.49,Cash,Joyful,Surprised,Mall,Jalebi,2024
SB-1779,Patricia,Walter,Fitness Tracker,Kundan Rakhi,51.01,Gift Card,Playful,Grateful,Cafe,Rasgulla,2025
SB-1780,Jessica,Jerry,Gold Ring,Cartoon Rakhi,7.72,Chocolate Hamper,Happy,Nervous,Cafe,Kaju Katli,2025
SB-1781,Emily,Don,Perfume,Zardosi Rakhi,41.92,Gift Card,Excited,Surprised,Office,Barfi,2022
SB-1782,Diane,Richard,Trip to Goa,Bracelet Rakhi,29.55,Cash,Excited,Surprised,College Hostel,Peda,2024
SB-1783,Becky,Daniel,Perfume,Lumba Rakhi,5.32,Chocolate Hamper,Joyful,Nervous,Home,Gulab Jamun,2022
SB-1784,Robin,Larry,Gold Ring,Lumba Rakhi,18.1,Cash,Angry,Nervous,Office,Barfi,2024
SB-1785,Jamie,William,Trip to Goa,Zardosi Rakhi,54.88,Chocolate Hamper,Excited,Grateful,Office,Peda,2024
SB-1786,Jessica,William,Gold Ring,Bracelet Rakhi,38.82,Backpack,Happy,Nervous,Office,Barfi,2023
SB-1787,Heather,Joshua,Headphones,Cartoon Rakhi,23.94,Bluetooth Speaker,Angry,Excited,Home,Jalebi,2025
SB-1788,Tonya,Fred,Shopping Voucher,Kundan Rakhi,49.07,Gift Card,Playful,Nervous,Online Video Call,Barfi,2023
SB-1789,Eileen,Allen,Books,Eco-friendly Rakhi,23.08,Cash,Happy,Excited,Cafe,Kaju Katli,2025
SB-1790,Kelly,Cristian,Makeup Kit,Silver Rakhi,40.01,Cash,Angry,Excited,College Hostel,Gulab Jamun,2024
SB-1791,Morgan,Juan,Gold Ring,Kundan Rakhi,42.73,Sneakers,Joyful,Happy,Online Video Call,Peda,2022
SB-1792,Kara,Andrew,Smartphone,Bracelet Rakhi,58.63,Wrist Watch,Sentimental,Shocked,Online Video Call,Ladoo,2022
SB-1793,Pamela,Jose,Books,Bracelet Rakhi,9.22,Custom T-shirt,Playful,Happy,Home,Kaju Katli,2022
SB-1794,Rachel,John,Makeup Kit,Silver Rakhi,54.38,Chocolate Hamper,Happy,Excited,Office,Ladoo,2022
SB-1795,Jessica,Christopher,Trip to Goa,Traditional Rakhi,59.12,Backpack,Excited,Surprised,College Hostel,Gulab Jamun,2025
SB-1796,Kathy,Dustin,Trip to Goa,Traditional Rakhi,50.26,Gift Card,Playful,Shocked,Home,Barfi,2025
SB-1797,Kathy,Benjamin,Gold Ring,Eco-friendly Rakhi,43.67,Sneakers,Playful,Nervous,Home,Ladoo,2024
SB-1798,Erika,Derek,Trip to Goa,Cartoon Rakhi,31.09,Sweets Box,Excited,Happy,Office,Peda,2022
SB-1799,Dana,Michael,Gold Ring,Bracelet Rakhi,18.03,Sneakers,Happy,Grateful,College Hostel,Rasgulla,2024
SB-1800,Angela,Jason,Makeup Kit,Eco-friendly Rakhi,28.08,Wrist Watch,Playful,Nervous,Mall,Jalebi,2022
SB-1801,Crystal,Alexander,Headphones,Kundan Rakhi,37.72,Chocolate Hamper,Happy,Grateful,Home,Barfi,2024
SB-1802,Kelsey,Jeffrey,Shopping Voucher,Silver Rakhi,30.83,Gift Card,Happy,Happy,Home,Rasgulla,2025
SB-1803,Sarah,Timothy,Makeup Kit,Traditional Rakhi,17.45,Custom T-shirt,Playful,Excited,Online Video Call,Gulab Jamun,2025
SB-1804,Wanda,Andrew,Perfume,Lumba Rakhi,34.19,Sweets Box,Joyful,Excited,College Hostel,Jalebi,2023
SB-1805,Michele,Gary,Makeup Kit,Kundan Rakhi,36.03,Chocolate Hamper,Sentimental,Nervous,Online Video Call,Peda,2022
SB-1806,Jessica,Darren,Designer Handbag,Silver Rakhi,34.23,Backpack,Sentimental,Grateful,Cafe,Jalebi,2022
SB-1807,Julie,Christopher,Trip to Goa,Bracelet Rakhi,26.09,Sneakers,Excited,Nervous,College Hostel,Rasgulla,2024
SB-1808,Natalie,Edward,Perfume,Zardosi Rakhi,10.03,Teddy Bear,Angry,Nervous,Office,Rasgulla,2025
SB-1809,Amy,Johnny,Smartphone,Bracelet Rakhi,48.19,Sweets Box,Happy,Shocked,Online Video Call,Jalebi,2025
SB-1810,Lynn,Robert,Fitness Tracker,Silver Rakhi,32.97,Gift Card,Happy,Shocked,Office,Rasgulla,2025
SB-1811,Jessica,William,Perfume,Eco-friendly Rakhi,52.34,Gift Card,Angry,Excited,College Hostel,Barfi,2024
SB-1812,Theresa,Alexander,Trip to Goa,Cartoon Rakhi,50.81,Sneakers,Happy,Grateful,Mall,Barfi,2023
SB-1813,Stacey,Larry,Gold Ring,Silver Rakhi,31.18,Chocolate Hamper,Sentimental,Excited,College Hostel,Kaju Katli,2025
SB-1814,Rebecca,Justin,Makeup Kit,Zardosi Rakhi,33.39,Teddy Bear,Angry,Shocked,Online Video Call,Barfi,2024
SB-1815,Kimberly,Joshua,Smartphone,Bracelet Rakhi,29.27,Teddy Bear,Angry,Grateful,College Hostel,Rasgulla,2025
SB-1816,Patricia,John,Headphones,Bracelet Rakhi,44.26,Sweets Box,Joyful,Nervous,Cafe,Peda,2025
SB-1817,Gabriela,Ronald,Trip to Goa,Zardosi Rakhi,7.99,Sweets Box,Playful,Happy,Online Video Call,Jalebi,2023
SB-1818,Jennifer,James,Trip to Goa,Cartoon Rakhi,49.13,Chocolate Hamper,Excited,Shocked,College Hostel,Gulab Jamun,2022
SB-1819,Chloe,David,Fitness Tracker,Silver Rakhi,53.83,Backpack,Playful,Grateful,Cafe,Jalebi,2024
SB-1820,Jaime,Luke,Designer Handbag,Traditional Rakhi,6.85,Gift Card,Sentimental,Excited,Home,Kaju Katli,2025
SB-1821,Nancy,Darren,Fitness Tracker,Eco-friendly Rakhi,46.43,Wrist Watch,Joyful,Grateful,Online Video Call,Rasgulla,2023
SB-1822,Kristen,James,Perfume,Zardosi Rakhi,29.37,Chocolate Hamper,Joyful,Excited,Home,Kaju Katli,2024
